,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,Numer rejestracyjny pojazdu,Emisja CO2,Faktura VAT,Leasing,Tuning,Okres gwarancji producenta
568,30900,Osoby prywatnej,Osobowe,Audi,A6,2.4 Multitronic,2007,242 793 km,2 393 cm3,Benzyna,177 KM,Automatyczna,null,13 l/100km,Sedan,4,5,Srebrny,Metalik,null,null,Tak,null,null,null,Używane,null,null,null,null,null,null
569,307100,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,10 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Kombi,5,5,Czarny,null,null,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
570,269900,Firmy,Osobowe,Audi,A6,null,2019,49 592 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Czarny,Metalik,Polska,14/10/2019,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
571,25500,Osoby prywatnej,Osobowe,Audi,A6,3.2 FSI Quattro Tiptr,2008,310 000 km,3 123 cm3,Benzyna,255 KM,Automatyczna,4x4 (stały),17 l/100km,Sedan,4,5,Niebieski,Metalik,Polska,19/02/2008,Tak,null,Tak,null,Używane,NIL11911,null,null,null,null,null
572,26900,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Quattro Tiptr,2006,217 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,4x4 (stały),10 l/100km,Sedan,4,5,Czarny,null,null,22/03/2006,null,null,null,null,Używane,WX1107E,null,null,null,null,null
573,120000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2012,98 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),7 l/100km,Sedan,4,5,Szary,Perłowy,Polska,26/03/2012,Tak,null,Tak,Tak,Używane,KR2UL27,158 g/km,null,null,null,null
574,76900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra,2015,132 750 km,1 968 cm3,Diesel,149 KM,Manualna,null,"5,30 l/100km",Kombi,5,5,Srebrny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
575,23700,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI,2006,246 000 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,10 l/100km,Sedan,4,5,Szary,Metalik,Niemcy,20/12/2006,Tak,null,Tak,null,Używane,POS56401,null,null,null,null,null
576,207900,Firmy,Osobowe,Audi,A6,null,2020,27 282 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Szary,Metalik,Polska,23/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
577,249900,Firmy,Osobowe,Audi,A6,null,2021,27 097 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,null,09/07/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
578,182000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TFSI quattro S tronic,2018,81 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),"8,50 l/100km",Kombi,5,5,Szary,Metalik,Polska,null,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,06/06/2023
579,65900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI S tronic,2014,159 500 km,1 984 cm3,Benzyna,252 KM,Automatyczna,null,7 l/100km,Sedan,5,1,Niebieski,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
580,57900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2011,235 550 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,6 l/100km,Sedan,5,5,Czarny,Matowy,null,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
581,58800,Firmy,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2014,92 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),7 l/100km,Sedan,4,null,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
582,137500,Firmy,Osobowe,Audi,A6,null,2017,131 400 km,2 000 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Czarny,null,Polska,null,Tak,null,null,null,Używane,null,null,Tak,Tak,null,null
583,278267,Firmy,Osobowe,Audi,A6,45 TFSI mHEV Quattro Sport S tronic,2021,5 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (dołączany automatycznie),8 l/100km,Sedan,4,5,Szary,Perłowy,null,null,null,null,Tak,null,Nowe,null,null,null,null,null,null
584,32222,Firmy,Osobowe,Audi,A6,null,2010,160 000 km,2 773 cm3,Benzyna,190 KM,Automatyczna,null,10 l/100km,Sedan,4,5,Inny kolor,Metalik,Niemcy,null,null,Tak,Tak,Tak,Używane,null,null,null,null,null,null
585,19500,Firmy,Osobowe,Audi,A6,2.0 TDI Multitronic,2007,390 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,8 l/100km,Sedan,4,5,Szary,Metalik,Polska,28/02/2008,Tak,null,Tak,null,Używane,WP63006,null,null,null,null,null
586,36900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDIe DPF,2008,224 000 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,7 l/100km,Kombi,5,5,Czarny,Metalik,Belgia,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
587,85800,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra DPF,2015,235 995 km,1 968 cm3,Diesel,190 KM,Manualna,Na przednie koła,"5,30 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,08/06/2015,Tak,null,Tak,Tak,Używane,KRA8987W,null,null,null,null,null
588,125900,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI quattro tiptronic,2015,199 999 km,2 967 cm3,Diesel,320 KM,Automatyczna,4x4 (stały),"7,50 l/100km",Kombi,5,5,Biały,Metalik,null,null,Tak,Tak,null,Tak,Używane,null,184 g/km,null,null,null,null
589,369749,Firmy,Osobowe,Audi,A6,45 TFSI mHEV Quattro S tronic,2022,10 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),8 l/100km,Sedan,5,5,Czarny,Metalik,Polska,null,null,Tak,Tak,Tak,Nowe,null,null,Tak,null,null,null
590,27500,Firmy,Osobowe,Audi,A6,2.0 TDI Multitronic,2010,534 000 km,1 968 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,7 l/100km,Sedan,5,5,Czarny,Metalik,Francja,16/06/2010,Tak,null,Tak,null,Używane,RT37171,null,null,null,null,null
591,244900,Firmy,Osobowe,Audi,A6,null,2018,134 600 km,3 000 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Biały,Metalik,null,01/11/2018,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
592,123450,Firmy,Osobowe,Audi,A6,null,2017,80 186 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Biały,null,null,13/10/2017,Tak,Tak,null,Tak,Używane,DW2S327,null,Tak,Tak,null,null
593,79900,Osoby prywatnej,Osobowe,Audi,A6,null,2013,310 000 km,2 967 cm3,Diesel,313 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Biały,Metalik,Polska,31/03/2017,Tak,null,null,null,Używane,FZI69889,null,null,null,null,null
594,20000,Osoby prywatnej,Osobowe,Audi,A6,2.4,2005,270 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,13 l/100km,Sedan,5,5,Czarny,null,Dania,11/04/2005,Tak,null,null,null,Używane,NPI 23795,null,null,null,null,null
595,309570,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),5 l/100km,Sedan,5,5,Szary,Matowy,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
596,60000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2011,284 500 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,19/12/2019,Tak,null,Tak,null,Używane,RLU 36L7,null,null,null,null,null
597,89990,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI Ultra,2017,224 000 km,1 968 cm3,Diesel,190 KM,Manualna,Na przednie koła,"5,40 l/100km",Kombi,5,5,Biały,Metalik,Niemcy,07/08/2017,null,Tak,Tak,Tak,Używane,null,null,null,null,null,null
598,295400,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Czarny,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
599,356300,Firmy,Osobowe,Audi,A6,45 TFSI quattro S tronic,2022,1 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),"8,80 l/100km",Sedan,4,5,Niebieski,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
600,295230,Firmy,Osobowe,Audi,A6,null,2022,4 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
601,18400,Firmy,Osobowe,Audi,A6,null,2005,300 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Srebrny,Metalik,Belgia,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
602,215000,Firmy,Osobowe,Audi,A6,null,2020,27 446 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Sedan,5,5,Czarny,Metalik,Niemcy,08/03/2021,Tak,null,Tak,Tak,Używane,null,null,Tak,null,null,null
603,4900,Osoby prywatnej,Osobowe,Audi,A6,null,2001,350 000 km,2 671 cm3,Benzyna+LPG,250 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,null,null,20/07/2001,Tak,null,null,null,Używane,Sci97131,null,null,null,null,null
604,247900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Sport S tronic,2021,4 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,5 l/100km,Sedan,4,5,Czarny,Metalik,null,29/07/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
605,176990,Firmy,Osobowe,Audi,A6,Avant 40 TDI S tronic,2018,120 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,"5,30 l/100km",Kombi,5,5,Srebrny,Perłowy,null,null,null,Tak,Tak,Tak,Używane,null,134 g/km,Tak,Tak,null,null
606,7126,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2004,400 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,null,11 l/100km,Sedan,4,5,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
607,22000,Osoby prywatnej,Osobowe,Audi,A6,null,2007,260 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,11 l/100km,Kombi,5,5,Inny kolor,Metalik,Niemcy,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
608,304900,Firmy,Osobowe,Audi,A6,null,2021,26 585 km,1 984 cm3,Benzyna,265 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czerwony,null,null,19/07/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
609,33900,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI,2009,214 000 km,1 984 cm3,Benzyna,170 KM,Manualna,Na tylne koła,11 l/100km,Kombi,5,5,Srebrny,Metalik,Niemcy,30/06/2009,Tak,null,null,null,Używane,WGM 5023A,null,null,null,null,null
610,276000,Firmy,Osobowe,Audi,A6,null,2022,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
611,23900,Firmy,Osobowe,Audi,A6,2.0T FSI,2006,209 000 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,11 l/100km,Sedan,5,5,Złoty,Metalik,Niemcy,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
612,376197,Firmy,Osobowe,Audi,A6,null,2022,5 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Szary,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
613,244900,Firmy,Osobowe,Audi,A6,null,2018,98 200 km,3 000 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,Metalik,null,08/10/2018,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
614,67900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2011,304 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),7 l/100km,Sedan,4,5,Biały,Perłowy,Niemcy,17/05/2011,Tak,null,Tak,Tak,Używane,GD397TU,null,null,null,null,null
615,23000,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Quattro Tiptr,2006,440 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Szary,Metalik,Polska,null,Tak,null,null,null,Używane,null,null,null,null,null,null
616,288500,Firmy,Osobowe,Audi,A6,null,2022,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,5,5,Czarny,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
617,159900,Firmy,Osobowe,Audi,A6,null,2019,150 140 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,Szwecja,23/10/2019,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
618,239900,Firmy,Osobowe,Audi,A6,null,2021,24 805 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Czarny,null,null,03/03/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
619,62800,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF multitronic,2014,254 932 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,"6,10 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,null,Tak,null,Tak,Tak,Używane,STA 88660,null,null,null,null,null
620,279800,Firmy,Osobowe,Audi,A6,55 TFSI Quattro Sport S tronic,2018,54 000 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (stały),9 l/100km,Kombi,4,5,Szary,Metalik,Niemcy,08/08/2018,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
621,215900,Firmy,Osobowe,Audi,A6,null,2018,99 100 km,3 000 cm3,Diesel,231 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,null,Niemcy,02/10/2018,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
622,179900,Firmy,Osobowe,Audi,A6,35 TDI mHEV S tronic,2020,30 560 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,5 l/100km,Sedan,5,5,Czarny,Metalik,Polska,23/11/2020,Tak,Tak,null,Tak,Używane,null,null,Tak,Tak,null,null
623,173900,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI competition quattro tiptronic,2016,101 200 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (stały),"7,70 l/100km",Sedan,5,5,Szary,Metalik,null,20/07/2016,Tak,Tak,null,Tak,Używane,PWAPS77,169 g/km,null,null,null,null
624,289900,Firmy,Osobowe,Audi,A6,null,2021,18 629 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,5,5,Niebieski,Metalik,null,18/02/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
625,189900,Firmy,Osobowe,Audi,A6,null,2018,95 322 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,5,5,Biały,null,Polska,21/12/2018,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
626,64700,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2011,278 098 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),7 l/100km,Sedan,4,5,Brązowy,Metalik,Niemcy,31/01/2012,Tak,null,Tak,Tak,Używane,GWE 8176R,null,null,null,null,null
627,22900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2005,300 100 km,2 967 cm3,Diesel,224 KM,Automatyczna,null,11 l/100km,Sedan,5,5,Srebrny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
628,279900,Firmy,Osobowe,Audi,A6,null,2020,40 014 km,2 967 cm3,Diesel,231 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Niebieski,Metalik,Niemcy,25/11/2020,null,Tak,null,Tak,Używane,null,null,Tak,null,null,null
629,274900,Firmy,Osobowe,Audi,A6,null,2021,24 020 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Czarny,Metalik,Niemcy,12/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,08/02/2026
630,48900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TFSI multitronic,2010,233 200 km,1 984 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,12 l/100km,Kombi,5,5,Czarny,Perłowy,null,null,Tak,Tak,Tak,null,Używane,null,null,null,null,null,null
631,318300,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,4,5,Biały,Metalik,null,null,null,null,Tak,null,Nowe,null,123 g/km,Tak,Tak,null,null
632,7500,Osoby prywatnej,Osobowe,Audi,A6,null,2002,301 000 km,2 496 cm3,Diesel,163 KM,Manualna,Na przednie koła,null,Kombi,5,5,Srebrny,null,null,10/01/2003,Tak,null,null,null,Używane,null,null,null,null,null,null
633,26900,Firmy,Osobowe,Audi,A6,3.0 TDI Quattro,2007,343 666 km,2 967 cm3,Diesel,233 KM,Manualna,4x4 (stały),11 l/100km,Kombi,5,5,Szary,Metalik,null,null,Tak,Tak,Tak,Tak,Używane,null,215 g/km,null,null,null,null
634,33000,Osoby prywatnej,Osobowe,Audi,A6,3.2 FSI Quattro Tiptr,2004,281 000 km,3 123 cm3,Benzyna,255 KM,Automatyczna,4x4 (dołączany automatycznie),17 l/100km,Sedan,4,5,Srebrny,Metalik,null,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
635,33900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2008,276 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,null,null,null,Tak,null,Używane,null,null,null,null,null,null
636,299900,Firmy,Osobowe,Audi,A6,null,2020,24 350 km,1 984 cm3,Hybryda,367 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Niebieski,Metalik,Polska,03/02/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
637,15700,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI,2006,307 000 km,2 698 cm3,Diesel,180 KM,Manualna,Na przednie koła,9 l/100km,Kombi,5,5,Szary,Metalik,Austria,06/11/2006,null,null,null,null,Używane,W-17924E,null,null,null,null,null
638,199900,Firmy,Osobowe,Audi,A6,null,2018,113 700 km,3 000 cm3,Diesel,231 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Czarny,null,null,01/11/2018,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
639,48900,Osoby prywatnej,Osobowe,Audi,A6,3.2 FSI Quattro,2008,226 000 km,3 123 cm3,Benzyna,255 KM,Manualna,4x4 (stały),16 l/100km,Kombi,5,5,Czarny,Metalik,null,01/10/2008,null,null,Tak,Tak,Używane,G84C,null,null,null,null,null
640,23900,Firmy,Osobowe,Audi,A6,null,2007,273 235 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Srebrny,null,null,null,null,null,Tak,null,Używane,null,null,null,null,null,null
641,52000,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro tiptronic,2010,232 372 km,2 967 cm3,Diesel,240 KM,Automatyczna,4x4 (stały),"9,30 l/100km",Kombi,5,5,Srebrny,Metalik,Francja,08/07/2010,null,null,Tak,null,Używane,null,null,null,Tak,null,null
642,134900,Firmy,Osobowe,Audi,A6,null,2017,163 229 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,null,10/10/2017,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
643,32990,Firmy,Osobowe,Audi,A6,null,2009,245 000 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,7 l/100km,Kombi,5,5,Szary,Metalik,null,null,null,null,Tak,Tak,Używane,null,139 g/km,null,null,null,null
644,88000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2012,197 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),7 l/100km,Sedan,4,5,Szary,Perłowy,Niemcy,null,Tak,null,Tak,null,Używane,ZSXXXXV,null,null,null,null,null
645,79900,Firmy,Osobowe,Audi,A6,null,2012,174 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Srebrny,Metalik,Niemcy,12/03/2012,Tak,Tak,null,null,Używane,null,null,null,null,null,null
646,462230,Firmy,Osobowe,Audi,A6,55 TFSI mHEV Quattro Sport S tronic,2021,1 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (dołączany automatycznie),10 l/100km,Kombi,5,5,Szary,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,null,null,null,null
647,269900,Firmy,Osobowe,Audi,A6,null,2021,25 158 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,Metalik,Polska,22/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
648,269900,Firmy,Osobowe,Audi,A6,null,2021,27 692 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,Metalik,Polska,16/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
649,279900,Firmy,Osobowe,Audi,A6,null,2020,28 115 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,Metalik,Polska,01/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
650,27900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2007,391 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,null,11 l/100km,Sedan,5,null,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
651,89900,Firmy,Osobowe,Audi,A6,null,2015,149 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,Francja,16/11/2015,Tak,Tak,Tak,Tak,Używane,GD644YV,null,Tak,Tak,null,null
652,96900,Firmy,Osobowe,Audi,A6,null,2015,141 698 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Czarny,null,Polska,null,null,null,Tak,null,Używane,null,null,null,null,null,null
653,72000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2012,232 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),7 l/100km,Sedan,5,5,Czarny,Metalik,Polska,19/09/2012,Tak,null,Tak,null,Używane,null,null,Tak,null,null,null
654,62000,Osoby prywatnej,Osobowe,Audi,A6,null,2014,260 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,Polska,09/01/2015,Tak,null,Tak,null,Używane,null,null,Tak,null,null,null
655,299900,Firmy,Osobowe,Audi,A6,null,2021,19 198 km,2 000 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Biały,Metalik,null,20/07/2021,null,null,Tak,Tak,Używane,null,null,Tak,null,null,null
656,82500,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro tiptronic,2013,301 500 km,2 967 cm3,Diesel,313 KM,Automatyczna,4x4 (dołączany automatycznie),8 l/100km,Kombi,5,5,Biały,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
657,138990,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI quattro S tronic,2018,132 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),6 l/100km,Sedan,4,5,Czarny,Metalik,Polska,null,null,Tak,null,Tak,Używane,WU8283M,null,Tak,Tak,null,null
658,12700,Firmy,Osobowe,Audi,A6,2.4,2005,297 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,14 l/100km,Sedan,5,5,Szary,Metalik,Polska,29/06/2005,Tak,null,null,null,Używane,null,null,null,null,null,null
659,239900,Firmy,Osobowe,Audi,A6,null,2021,27 923 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,Polska,18/02/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
660,269900,Firmy,Osobowe,Audi,A6,null,2021,29 222 km,2 986 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Czarny,Metalik,Polska,01/01/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
661,13400,Osoby prywatnej,Osobowe,Audi,A6,null,2002,375 000 km,2 400 cm3,Benzyna+LPG,170 KM,Manualna,4x4 (stały),null,Sedan,4,5,Niebieski,Metalik,null,05/06/2002,Tak,Tak,null,null,Używane,PKN 71113,null,null,null,null,null
662,123799,Firmy,Osobowe,Audi,A6,null,2018,155 519 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Sedan,4,5,Beżowy,Metalik,null,25/06/2018,Tak,Tak,null,Tak,Używane,WE128TN,114 g/km,null,Tak,null,null
663,84500,Firmy,Osobowe,Audi,A6,2.0 TDI Ultra DPF S tronic,2014,161 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Sedan,4,5,Inny kolor,Metalik,Polska,30/09/2014,Tak,Tak,Tak,Tak,Używane,DL93540,null,Tak,null,null,null
664,368884,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,10 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),5 l/100km,Kombi,5,5,Niebieski,Metalik,Polska,null,null,Tak,Tak,null,Nowe,null,null,null,null,null,null
